Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Why should I cover my face?	Wear a face covering on public transport, in shops and other indoor settings. This is the law. You may be fined or refused entry if you do not wear one.\n\nYou should also wear a face covering in crowded workplaces, places of worship and in busy outdoor spaces where a lot of people gather.\n\n[Read more about face coverings, medical masks and disposable gloves](https://www2.hse.ie/conditions/coronavirus/face-coverings-masks-and-covid-19/when-to-wear.html)	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	10
Sneezing and coughs	When you cough or sneeze, cover your mouth and nose with a tissue or your sleeve. Put used tissues into a bin and wash your hands.\n\nDo not touch your eyes, nose or mouth if your hands are not clean.	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	11
Sharing things	Do not share objects that touch your mouth, for example, bottles or cups. Clean and disinfect frequently touched objects and surfaces.	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	12
Is it OK to share stuff?	Do not share objects that touch your mouth, for example, bottles or cups. Clean and disinfect frequently touched objects and surfaces.	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	12
Should I share things with people?	Do not share objects that touch your mouth, for example, bottles or cups. Clean and disinfect frequently touched objects and surfaces.	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	12
Can I share food with people?	Do not share objects that touch your mouth, for example, bottles or cups. Clean and disinfect frequently touched objects and surfaces.	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	12
Can I share drinks with people?	Do not share objects that touch your mouth, for example, bottles or cups. Clean and disinfect frequently touched objects and surfaces.	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	12
Can I share food with others?	Do not share objects that touch your mouth, for example, bottles or cups. Clean and disinfect frequently touched objects and surfaces.	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	12
Can I share drinks with others?	Do not share objects that touch your mouth, for example, bottles or cups. Clean and disinfect frequently touched objects and surfaces.	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	12
Social distancing	Social distancing is important to help slow the spread of COVID-19. It does this by minimising contact between people.\n\nYou should:\n* keep a space of 2 metres (6.5 feet) between you and other people\n\n* avoid communal sleeping areas\n\n* avoid any crowded places\n\n* not shake hands or make close contact with other people, if possible\n\nThere is very little risk if you are just passing someone. But try to keep a distance of 2 metres as much as possible.	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[{"displayOrder":0,"qnaId":14,"displayText":"When you cannot keep 2 metres apart"}]	13
How do I socially distance?	Social distancing is important to help slow the spread of COVID-19. It does this by minimising contact between people.\n\nYou should:\n* keep a space of 2 metres (6.5 feet) between you and other people\n\n* avoid communal sleeping areas\n\n* avoid any crowded places\n\n* not shake hands or make close contact with other people, if possible\n\nThere is very little risk if you are just passing someone. But try to keep a distance of 2 metres as much as possible.	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[{"displayOrder":0,"qnaId":14,"displayText":"When you cannot keep 2 metres apart"}]	13
How far apart should I be from others?	Social distancing is important to help slow the spread of COVID-19. It does this by minimising contact between people.\n\nYou should:\n* keep a space of 2 metres (6.5 feet) between you and other people\n\n* avoid communal sleeping areas\n\n* avoid any crowded places\n\n* not shake hands or make close contact with other people, if possible\n\nThere is very little risk if you are just passing someone. But try to keep a distance of 2 metres as much as possible.	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[{"displayOrder":0,"qnaId":14,"displayText":"When you cannot keep 2 metres apart"}]	13
When should I socially distance?	Social distancing is important to help slow the spread of COVID-19. It does this by minimising contact between people.\n\nYou should:\n* keep a space of 2 metres (6.5 feet) between you and other people\n\n* avoid communal sleeping areas\n\n* avoid any crowded places\n\n* not shake hands or make close contact with other people, if possible\n\nThere is very little risk if you are just passing someone. But try to keep a distance of 2 metres as much as possible.	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[{"displayOrder":0,"qnaId":14,"displayText":"When you cannot keep 2 metres apart"}]	13
Why should I socially distance?	Social distancing is important to help slow the spread of COVID-19. It does this by minimising contact between people.\n\nYou should:\n* keep a space of 2 metres (6.5 feet) between you and other people\n\n* avoid communal sleeping areas\n\n* avoid any crowded places\n\n* not shake hands or make close contact with other people, if possible\n\nThere is very little risk if you are just passing someone. But try to keep a distance of 2 metres as much as possible.	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[{"displayOrder":0,"qnaId":14,"displayText":"When you cannot keep 2 metres apart"}]	13
What should I do when social distancing?	Social distancing is important to help slow the spread of COVID-19. It does this by minimising contact between people.\n\nYou should:\n* keep a space of 2 metres (6.5 feet) between you and other people\n\n* avoid communal sleeping areas\n\n* avoid any crowded places\n\n* not shake hands or make close contact with other people, if possible\n\nThere is very little risk if you are just passing someone. But try to keep a distance of 2 metres as much as possible.	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[{"displayOrder":0,"qnaId":14,"displayText":"When you cannot keep 2 metres apart"}]	13
When you cannot keep 2 metres apart	Try to avoid places where you cannot keep 2 metres apart from other people. If you are in a public place where it is difficult to keep 2 metres away from others, [wear a face covering.](https://www2.hse.ie/conditions/coronavirus/face-coverings-masks-and-covid-19/when-to-wear.html)	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	true	[]	14
What should I do when I can't be 2 metres apart from others	Try to avoid places where you cannot keep 2 metres apart from other people. If you are in a public place where it is difficult to keep 2 metres away from others, [wear a face covering.](https://www2.hse.ie/conditions/coronavirus/face-coverings-masks-and-covid-19/when-to-wear.html)	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	true	[]	14
Meeting other people	At level 5, no visitors to your home are allowed except for:\n* essential family reasons\n\n* people in your support bubble	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[{"displayOrder":2,"qnaId":18,"displayText":"When not to meet other people"},{"displayOrder":0,"qnaId":16,"displayText":"What is a support bubble"},{"displayOrder":1,"qnaId":17,"displayText":"Can I have visitors to my home, or visit other homes?"}]	15
Can I meet other people?	At level 5, no visitors to your home are allowed except for:\n* essential family reasons\n\n* people in your support bubble	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[{"displayOrder":2,"qnaId":18,"displayText":"When not to meet other people"},{"displayOrder":0,"qnaId":16,"displayText":"What is a support bubble"},{"displayOrder":1,"qnaId":17,"displayText":"Can I have visitors to my home, or visit other homes?"}]	15
When can I meet other people?	At level 5, no visitors to your home are allowed except for:\n* essential family reasons\n\n* people in your support bubble	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[{"displayOrder":2,"qnaId":18,"displayText":"When not to meet other people"},{"displayOrder":0,"qnaId":16,"displayText":"What is a support bubble"},{"displayOrder":1,"qnaId":17,"displayText":"Can I have visitors to my home, or visit other homes?"}]	15
Support bubbles	People who are living alone or parenting alone can pair with one other household for support. This is called a 'support bubble'.\n\nYou can visit the home of those in your support bubble and they can visit your home. You can also meet outdoors and in places other than the home.\n\n[Read more about support bubbles on gov.ie](https://www.gov.ie/en/publication/3516d-support-bubbles/#who-can-form-a-support-bubble)	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	true	[]	16
What is a support bubble?	People who are living alone or parenting alone can pair with one other household for support. This is called a 'support bubble'.\n\nYou can visit the home of those in your support bubble and they can visit your home. You can also meet outdoors and in places other than the home.\n\n[Read more about support bubbles on gov.ie](https://www.gov.ie/en/publication/3516d-support-bubbles/#who-can-form-a-support-bubble)	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	true	[]	16
If you can have visitors to your home	If you have visitors to your home , ask them to clean their hands when they arrive. After they leave, clean surfaces they have been in contact with. Use your usual household cleaning agents and detergents.\n\nDo not wear disposable gloves instead of washing your hands. The virus gets on them in the same way it gets on your hands. Also, your hands can get contaminated when you take them off.\n\nWear a face covering when visiting people aged 70 or over, or other [people at higher risk from COVID-19](https://www2.hse.ie/conditions/coronavirus/people-at-higher-risk.html).	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	true	[]	17
When not to meet other people	You should not meet someone else if you:\n\n* have any [symptoms of COVID-19](https://www2.hse.ie/conditions/coronavirus/symptoms.html)\n\n* have been told by [contact tracers](https://www2.hse.ie/conditions/coronavirus/testing/contact-tracing.html) that you are a close contact\n\nCheck with people before you meet them to make sure they are symptom-free and feeling well.\n\n[Read advice for people at very high risk from COVID-19](https://www2.hse.ie/conditions/coronavirus/cocooning/how-to.html)	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	true	[]	18
Travel	Avoid using public transport. Walk or cycle instead of using public transport, if you can.\n\n[Read the current restrictions for using public transport and domestic travel](https://www.gov.ie/en/campaigns/c36c85-covid-19-coronavirus/)\n\nAvoid sharing vehicles with people outside your household. Wear a face covering if you do.	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	19
Work	Work from home. Only essential workers should go to their workplace.\n\nFace coverings are recommended in crowded workplaces.\n\n[Read more about the current restrictions for work on gov.ie](https://www.gov.ie/en/publication/2dc71-level-5/#work)	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	20
Should I work from home?	Work from home. Only essential workers should go to their workplace.\n\nFace coverings are recommended in crowded workplaces.\n\n[Read more about the current restrictions for work on gov.ie](https://www.gov.ie/en/publication/2dc71-level-5/#work)	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	20
Can I work from home?	Work from home. Only essential workers should go to their workplace.\n\nFace coverings are recommended in crowded workplaces.\n\n[Read more about the current restrictions for work on gov.ie](https://www.gov.ie/en/publication/2dc71-level-5/#work)	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	20
Can I work?	Work from home. Only essential workers should go to their workplace.\n\nFace coverings are recommended in crowded workplaces.\n\n[Read more about the current restrictions for work on gov.ie](https://www.gov.ie/en/publication/2dc71-level-5/#work)	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	20
When should I work from home?	Work from home. Only essential workers should go to their workplace.\n\nFace coverings are recommended in crowded workplaces.\n\n[Read more about the current restrictions for work on gov.ie](https://www.gov.ie/en/publication/2dc71-level-5/#work)	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	20
Who should work from home?	Work from home. Only essential workers should go to their workplace.\n\nFace coverings are recommended in crowded workplaces.\n\n[Read more about the current restrictions for work on gov.ie](https://www.gov.ie/en/publication/2dc71-level-5/#work)	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	20
Social distancing at work	Follow social distancing advice everywhere outside the home. This includes your workplace.	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	true	[{"displayOrder":0,"qnaId":22,"displayText":"Get advice"}]	21
How do I socially distance at work?	Follow social distancing advice everywhere outside the home. This includes your workplace.	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	true	[{"displayOrder":0,"qnaId":22,"displayText":"Get advice"}]	21
Get advice	Contact the Health and Safety Authority (HSA) by emailing [wcu@hsa.ie](mailto:wcu@hsa.ie) or phoning 1890 289 389 if you are:\n* worried about how your workplace is responding to social distancing or other measures\n\n* an employer and want advice on COVID-19 prevention measures in the workplace\n\nIf you are going back to your workplace, [read information about returning to work safely](https://www2.hse.ie/conditions/coronavirus/returning-to-work-safely.html).	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	true	[]	22
Use the COVID Tracker app	COVID Tracker is a free and easy-to-use mobile phone app that can:\n\n*   alert you if you have been in close contact with someone who has tested positive for COVID-19\n*   advise you on what to do to protect yourself and others\n*   alert other app users that you were in close contact with, if you test positive for COVID-19\n\nThe app is part of our contact tracing operation. Contact tracing is vital to slowing the spread of the virus. The more people that download and use the app, the more it will help contact tracing.\n\n[Why you should use the COVID Tracker app](https://www2.hse.ie/conditions/coronavirus/covid-tracker-app/why-use-the-covid-tracker-app.html)\n\nDownload the app from [Apple’s App Store](https://apps.apple.com/ie/app/covid-tracker-ireland/id1505596721) or the [Google Play Store](https://play.google.com/store/apps/details?id=com.covidtracker.hse).	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	23
Where can I find the COVID Tracker app?	COVID Tracker is a free and easy-to-use mobile phone app that can:\n\n*   alert you if you have been in close contact with someone who has tested positive for COVID-19\n*   advise you on what to do to protect yourself and others\n*   alert other app users that you were in close contact with, if you test positive for COVID-19\n\nThe app is part of our contact tracing operation. Contact tracing is vital to slowing the spread of the virus. The more people that download and use the app, the more it will help contact tracing.\n\n[Why you should use the COVID Tracker app](https://www2.hse.ie/conditions/coronavirus/covid-tracker-app/why-use-the-covid-tracker-app.html)\n\nDownload the app from [Apple’s App Store](https://apps.apple.com/ie/app/covid-tracker-ireland/id1505596721) or the [Google Play Store](https://play.google.com/store/apps/details?id=com.covidtracker.hse).	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	23
What is the COVID Tracker app?	COVID Tracker is a free and easy-to-use mobile phone app that can:\n\n*   alert you if you have been in close contact with someone who has tested positive for COVID-19\n*   advise you on what to do to protect yourself and others\n*   alert other app users that you were in close contact with, if you test positive for COVID-19\n\nThe app is part of our contact tracing operation. Contact tracing is vital to slowing the spread of the virus. The more people that download and use the app, the more it will help contact tracing.\n\n[Why you should use the COVID Tracker app](https://www2.hse.ie/conditions/coronavirus/covid-tracker-app/why-use-the-covid-tracker-app.html)\n\nDownload the app from [Apple’s App Store](https://apps.apple.com/ie/app/covid-tracker-ireland/id1505596721) or the [Google Play Store](https://play.google.com/store/apps/details?id=com.covidtracker.hse).	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	23
When should I use the COVID Tracker app?	COVID Tracker is a free and easy-to-use mobile phone app that can:\n\n*   alert you if you have been in close contact with someone who has tested positive for COVID-19\n*   advise you on what to do to protect yourself and others\n*   alert other app users that you were in close contact with, if you test positive for COVID-19\n\nThe app is part of our contact tracing operation. Contact tracing is vital to slowing the spread of the virus. The more people that download and use the app, the more it will help contact tracing.\n\n[Why you should use the COVID Tracker app](https://www2.hse.ie/conditions/coronavirus/covid-tracker-app/why-use-the-covid-tracker-app.html)\n\nDownload the app from [Apple’s App Store](https://apps.apple.com/ie/app/covid-tracker-ireland/id1505596721) or the [Google Play Store](https://play.google.com/store/apps/details?id=com.covidtracker.hse).	https://www2.hse.ie/conditions/coronavirus/protect-yourself-and-others.html		[]	false	[]	23
Hi	Hello, I'm COVID-bot.\n\nI'm here to provide information on the HSE's current advice on COVID-19 and how to prevent it. If you're not located in Ireland, then please seek out the recommendations on your country's health service website.\n\nI'm also not a Doctor or a Nurse, so please contact your GP straight away if you have any health concerns.\n\nSelect an option for more information, or type your question in the text box:	Editorial		[]	false	[{"displayOrder":1,"qnaId":1,"displayText":"Symptoms of COVID-19"},{"displayOrder":2,"qnaId":6,"displayText":"Protect Yourself and others from COVID-19"}]	24
Hello	Hello, I'm COVID-bot.\n\nI'm here to provide information on the HSE's current advice on COVID-19 and how to prevent it. If you're not located in Ireland, then please seek out the recommendations on your country's health service website.\n\nI'm also not a Doctor or a Nurse, so please contact your GP straight away if you have any health concerns.\n\nSelect an option for more information, or type your question in the text box:	Editorial		[]	false	[{"displayOrder":1,"qnaId":1,"displayText":"Symptoms of COVID-19"},{"displayOrder":2,"qnaId":6,"displayText":"Protect Yourself and others from COVID-19"}]	24
What are you?	Hello, I'm COVID-bot.\n\nI'm here to provide information on the HSE's current advice on COVID-19 and how to prevent it. If you're not located in Ireland, then please seek out the recommendations on your country's health service website.\n\nI'm also not a Doctor or a Nurse, so please contact your GP straight away if you have any health concerns.\n\nSelect an option for more information, or type your question in the text box:	Editorial		[]	false	[{"displayOrder":1,"qnaId":1,"displayText":"Symptoms of COVID-19"},{"displayOrder":2,"qnaId":6,"displayText":"Protect Yourself and others from COVID-19"}]	24
What do you do?	Hello, I'm COVID-bot.\n\nI'm here to provide information on the HSE's current advice on COVID-19 and how to prevent it. If you're not located in Ireland, then please seek out the recommendations on your country's health service website.\n\nI'm also not a Doctor or a Nurse, so please contact your GP straight away if you have any health concerns.\n\nSelect an option for more information, or type your question in the text box:	Editorial		[]	false	[{"displayOrder":1,"qnaId":1,"displayText":"Symptoms of COVID-19"},{"displayOrder":2,"qnaId":6,"displayText":"Protect Yourself and others from COVID-19"}]	24
What sort of advice do you give?	Hello, I'm COVID-bot.\n\nI'm here to provide information on the HSE's current advice on COVID-19 and how to prevent it. If you're not located in Ireland, then please seek out the recommendations on your country's health service website.\n\nI'm also not a Doctor or a Nurse, so please contact your GP straight away if you have any health concerns.\n\nSelect an option for more information, or type your question in the text box:	Editorial		[]	false	[{"displayOrder":1,"qnaId":1,"displayText":"Symptoms of COVID-19"},{"displayOrder":2,"qnaId":6,"displayText":"Protect Yourself and others from COVID-19"}]	24
